"gene_id","ko_id"
"TRINITY_DN58331_c0_g1_i1.p1","K01628"
"TRINITY_DN50541_c0_g1_i1.p1","K01630"
"TRINITY_DN19204_c0_g1_i1.p1","K01634"
"TRINITY_DN1143_c0_g1_i6.p1","K01637"
"TRINITY_DN46117_c0_g2_i1.p1","K01638"
"TRINITY_DN268004_c0_g1_i1.p1","K01639"
"TRINITY_DN105248_c0_g1_i1.p1","K01641"
"TRINITY_DN470006_c0_g1_i3.p1","K01644"
"TRINITY_DN5573_c0_g1_i1.p1","K01647"
"TRINITY_DN503_c0_g1_i16.p1","K01648"
"TRINITY_DN12321_c0_g1_i2.p1","K01649"
"TRINITY_DN47030_c0_g1_i1.p1","K01652"
"TRINITY_DN73282_c0_g1_i2.p1","K01659"
"TRINITY_DN25054_c0_g1_i5.p1","K01662"
"TRINITY_DN202855_c0_g1_i1.p1","K01663"
"TRINITY_DN394411_c0_g1_i2.p1","K01669"
"TRINITY_DN80118_c0_g2_i1.p1","K01673"
"TRINITY_DN446336_c0_g1_i2.p1","K01674"
"TRINITY_DN68839_c1_g2_i1.p1","K01676"
"TRINITY_DN264919_c0_g1_i1.p1","K01679"
"TRINITY_DN394794_c0_g1_i1.p1","K01681"
"TRINITY_DN1205_c0_g3_i1.p1","K01682"
"TRINITY_DN14519_c0_g1_i1.p1","K01684"
"TRINITY_DN22235_c0_g3_i3.p1","K01686"
"TRINITY_DN382556_c0_g1_i1.p1","K01687"
"TRINITY_DN3503_c0_g1_i2.p1","K01689"
"TRINITY_DN62832_c0_g1_i1.p1","K01692"
"TRINITY_DN19583_c0_g1_i1.p1","K01694"
"TRINITY_DN16636_c0_g1_i1.p1","K01697"
"TRINITY_DN98250_c0_g1_i1.p1","K01698"
"TRINITY_DN16407_c0_g2_i1.p1","K01702"
"TRINITY_DN6453_c0_g1_i1.p1","K01703"
"TRINITY_DN334135_c0_g1_i2.p1","K01705"
"TRINITY_DN977_c0_g2_i2.p1","K01711"
"TRINITY_DN396256_c0_g1_i1.p1","K01714"
"TRINITY_DN395372_c0_g1_i1.p1","K01715"
"TRINITY_DN120495_c0_g1_i1.p1","K01719"
"TRINITY_DN394514_c0_g1_i2.p1","K01724"
"TRINITY_DN452342_c0_g1_i1.p1","K01725"
"TRINITY_DN235607_c0_g1_i1.p1","K01726"
"TRINITY_DN27319_c0_g2_i1.p1","K01729"
"TRINITY_DN65468_c0_g1_i1.p1","K01733"
"TRINITY_DN136917_c0_g1_i6.p1","K01736"
"TRINITY_DN99451_c1_g2_i3.p1","K01738"
"TRINITY_DN169585_c0_g1_i1.p1","K01739"
"TRINITY_DN24522_c0_g2_i1.p1","K01740"
"TRINITY_DN460430_c0_g1_i1.p1","K01745"
"TRINITY_DN148346_c0_g1_i1.p1","K01749"
"TRINITY_DN146101_c0_g1_i1.p1","K01753"
"TRINITY_DN106119_c0_g2_i3.p1","K01756"
"TRINITY_DN113161_c0_g1_i2.p1","K01758"
"TRINITY_DN24802_c0_g1_i2.p1","K01759"
"TRINITY_DN448688_c0_g1_i1.p1","K01760"
"TRINITY_DN94873_c0_g1_i3.p1","K01764"
"TRINITY_DN205703_c0_g1_i1.p1","K01768"
"TRINITY_DN54411_c0_g1_i1.p1","K01769"
"TRINITY_DN103219_c0_g1_i4.p1","K01770"
"TRINITY_DN34516_c0_g1_i1.p1","K01771"
"TRINITY_DN11836_c0_g2_i6.p1","K01772"
"TRINITY_DN455090_c0_g1_i1.p1","K01775"
"TRINITY_DN473464_c0_g1_i1.p1","K01783"
"TRINITY_DN230126_c0_g1_i1.p1","K01784"
"TRINITY_DN98152_c0_g1_i1.p1","K01785"
"TRINITY_DN205229_c0_g1_i1.p1","K01792"
"TRINITY_DN74460_c0_g1_i2.p1","K01799"
"TRINITY_DN70100_c0_g1_i3.p1","K01802"
"TRINITY_DN3491_c0_g1_i1.p1","K01803"
"TRINITY_DN214626_c0_g1_i1.p1","K01805"
"TRINITY_DN59774_c0_g2_i2.p1","K01807"
"TRINITY_DN202521_c0_g1_i1.p1","K01809"
"TRINITY_DN63806_c0_g1_i1.p1","K01810"
"TRINITY_DN156200_c0_g1_i2.p1","K01811"
"TRINITY_DN351843_c0_g1_i1.p1","K01814"
"TRINITY_DN129275_c0_g1_i1.p1","K01823"
"TRINITY_DN20192_c0_g3_i1.p1","K01834"
"TRINITY_DN992_c1_g4_i1.p1","K01835"
"TRINITY_DN147_c0_g1_i1.p1","K01836"
"TRINITY_DN2409_c0_g1_i2.p1","K01845"
"TRINITY_DN95992_c0_g1_i3.p1","K01847"
"TRINITY_DN47074_c1_g1_i1.p1","K01850"
"TRINITY_DN711_c0_g3_i4.p1","K01854"
"TRINITY_DN25577_c0_g4_i1.p1","K01855"
"TRINITY_DN2699_c0_g2_i1.p1","K01858"
"TRINITY_DN44791_c1_g1_i1.p1","K01866"
"TRINITY_DN60383_c0_g1_i1.p1","K01867"
"TRINITY_DN455136_c0_g1_i2.p1","K01868"
"TRINITY_DN337340_c0_g1_i1.p1","K01869"
"TRINITY_DN41179_c0_g2_i1.p1","K01870"
"TRINITY_DN5243_c0_g1_i1.p1","K01872"
"TRINITY_DN23594_c0_g1_i2.p1","K01873"
"TRINITY_DN46649_c0_g1_i1.p1","K01874"
"TRINITY_DN148909_c0_g1_i1.p1","K01875"
"TRINITY_DN455455_c0_g1_i1.p1","K01876"
"TRINITY_DN31557_c0_g2_i1.p1","K01880"
"TRINITY_DN383817_c0_g1_i1.p1","K01881"
"TRINITY_DN76869_c0_g1_i1.p1","K01883"
"TRINITY_DN43106_c0_g1_i1.p1","K01885"
"TRINITY_DN93154_c0_g1_i1.p1","K01886"
"TRINITY_DN84367_c0_g1_i2.p1","K01887"
"TRINITY_DN19801_c0_g4_i1.p1","K01889"
"TRINITY_DN270314_c0_g1_i1.p1","K01890"
"TRINITY_DN49292_c0_g2_i1.p1","K01892"
"TRINITY_DN985_c0_g3_i1.p1","K01893"
"TRINITY_DN21289_c1_g2_i1.p1","K01895"
"TRINITY_DN139032_c0_g1_i1.p1","K01897"
"TRINITY_DN1213_c0_g1_i7.p1","K01899"
"TRINITY_DN7226_c0_g1_i4.p2","K01900"
"TRINITY_DN473180_c0_g1_i1.p1","K01907"
"TRINITY_DN155951_c0_g1_i1.p1","K01908"
"TRINITY_DN18302_c0_g2_i2.p1","K01909"
"TRINITY_DN24453_c0_g1_i2.p1","K01915"
"TRINITY_DN445318_c0_g1_i1.p1","K01918"
"TRINITY_DN332252_c0_g1_i1.p1","K01921"
"TRINITY_DN34542_c0_g4_i2.p1","K01933"
"TRINITY_DN4951_c0_g1_i1.p1","K01937"
"TRINITY_DN29696_c0_g2_i1.p1","K01938"
"TRINITY_DN25778_c0_g2_i1.p1","K01939"
"TRINITY_DN136835_c0_g1_i1.p1","K01949"
"TRINITY_DN11463_c0_g2_i1.p1","K01950"
"TRINITY_DN205387_c0_g1_i2.p1","K01951"
"TRINITY_DN2604_c0_g1_i2.p1","K01952"
"TRINITY_DN32866_c0_g2_i1.p1","K01953"
"TRINITY_DN10885_c0_g2_i7.p1","K01955"
"TRINITY_DN154914_c0_g1_i2.p1","K01956"
"TRINITY_DN70393_c0_g1_i2.p1","K01958"
"TRINITY_DN144224_c0_g1_i1.p1","K01965"
"TRINITY_DN280756_c0_g1_i1.p1","K01966"
"TRINITY_DN70393_c0_g4_i1.p1","K01968"
"TRINITY_DN56955_c0_g2_i1.p1","K01969"
"TRINITY_DN71352_c0_g1_i1.p1","K01974"
"TRINITY_DN336700_c0_g1_i1.p1","K01990"
"TRINITY_DN139845_c0_g1_i1.p1","K02014"
"TRINITY_DN76572_c0_g1_i1.p1","K02027"
"TRINITY_DN97184_c0_g1_i3.p1","K02030"
"TRINITY_DN17629_c0_g3_i1.p1","K02040"
"TRINITY_DN191959_c0_g1_i1.p2","K02055"
"TRINITY_DN213530_c0_g1_i1.p1","K02058"
"TRINITY_DN64453_c0_g2_i2.p1","K02068"
"TRINITY_DN22138_c0_g2_i3.p1","K02078"
"TRINITY_DN22487_c0_g1_i1.p1","K02087"
"TRINITY_DN6911_c0_g1_i9.p1","K02088"
"TRINITY_DN231049_c0_g1_i1.p1","K02100"
"TRINITY_DN159337_c0_g1_i1.p1","K02108"
"TRINITY_DN944_c0_g1_i5.p1","K02109"
"TRINITY_DN132171_c0_g2_i1.p1","K02111"
"TRINITY_DN66688_c0_g1_i2.p1","K02112"
"TRINITY_DN16179_c1_g1_i1.p1","K02113"
"TRINITY_DN127478_c0_g1_i3.p6","K02114"
"TRINITY_DN8351_c0_g1_i8.p1","K02115"
"TRINITY_DN556_c0_g1_i1.p2","K02128"
"TRINITY_DN140_c0_g1_i4.p1","K02132"
"TRINITY_DN23212_c0_g1_i2.p1","K02133"
"TRINITY_DN27360_c0_g1_i1.p1","K02134"
"TRINITY_DN38303_c0_g1_i1.p1","K02136"
"TRINITY_DN5793_c0_g2_i1.p1","K02137"
"TRINITY_DN1511_c0_g1_i3.p1","K02144"
"TRINITY_DN76535_c0_g1_i1.p1","K02145"
"TRINITY_DN342904_c0_g1_i2.p1","K02146"
"TRINITY_DN4206_c0_g1_i2.p1","K02147"
"TRINITY_DN280364_c0_g1_i1.p1","K02148"
"TRINITY_DN447444_c0_g1_i1.p1","K02149"
"TRINITY_DN283362_c0_g1_i1.p1","K02150"
"TRINITY_DN4997_c0_g2_i1.p1","K02151"
"TRINITY_DN26893_c0_g3_i1.p1","K02154"
"TRINITY_DN158_c0_g1_i1.p1","K02155"
"TRINITY_DN85461_c2_g1_i1.p1","K02156"
"TRINITY_DN81730_c0_g1_i1.p1","K02178"
"TRINITY_DN390127_c0_g1_i1.p1","K02180"
"TRINITY_DN59680_c0_g1_i1.p1","K02183"
"TRINITY_DN86079_c0_g2_i4.p1","K02184"
"TRINITY_DN230359_c0_g1_i1.p3","K02199"
"TRINITY_DN274938_c0_g1_i1.p1","K02202"
"TRINITY_DN71339_c0_g1_i1.p1","K02206"
"TRINITY_DN6719_c0_g1_i1.p1","K02209"
"TRINITY_DN2134_c0_g1_i2.p1","K02210"
"TRINITY_DN1667_c0_g1_i14.p1","K02212"
"TRINITY_DN29312_c0_g1_i1.p1","K02213"
"TRINITY_DN65804_c0_g2_i4.p1","K02216"
"TRINITY_DN70740_c0_g1_i1.p1","K02218"
"TRINITY_DN9152_c0_g1_i1.p1","K02219"
"TRINITY_DN46015_c0_g1_i2.p1","K02221"
"TRINITY_DN156162_c0_g1_i1.p1","K02256"
"TRINITY_DN278454_c0_g1_i1.p1","K02257"
"TRINITY_DN17067_c0_g1_i9.p1","K02258"
"TRINITY_DN40375_c0_g1_i4.p1","K02259"
"TRINITY_DN1304_c0_g1_i12.p2","K02261"
"TRINITY_DN762_c0_g4_i1.p1","K02265"
"TRINITY_DN19666_c0_g2_i1.p1","K02291"
"TRINITY_DN50092_c0_g1_i1.p1","K02293"
"TRINITY_DN163732_c0_g1_i1.p1","K02295"
"TRINITY_DN50574_c0_g1_i1.p1","K02303"
"TRINITY_DN1992_c0_g2_i2.p1","K02320"
"TRINITY_DN266051_c0_g1_i1.p1","K02321"
"TRINITY_DN76135_c0_g3_i2.p1","K02324"
"TRINITY_DN38033_c0_g1_i1.p1","K02325"
"TRINITY_DN390045_c0_g1_i1.p1","K02327"
"TRINITY_DN1060_c0_g4_i1.p1","K02328"
"TRINITY_DN90740_c0_g2_i2.p1","K02330"
"TRINITY_DN222089_c0_g1_i1.p1","K02335"
"TRINITY_DN303394_c0_g1_i1.p1","K02338"
"TRINITY_DN282541_c0_g1_i1.p1","K02348"
"TRINITY_DN27254_c0_g2_i2.p1","K02349"
"TRINITY_DN47627_c0_g1_i1.p1","K02350"
"TRINITY_DN57611_c1_g1_i1.p1","K02355"
"TRINITY_DN9715_c1_g1_i1.p1","K02356"
"TRINITY_DN71681_c1_g2_i3.p1","K02358"
"TRINITY_DN70554_c0_g1_i1.p1","K02364"
"TRINITY_DN43336_c0_g1_i2.p1","K02365"
"TRINITY_DN59316_c0_g1_i1.p1","K02366"
"TRINITY_DN13766_c0_g1_i1.p1","K02372"
"TRINITY_DN5654_c0_g1_i2.p1","K02377"
"TRINITY_DN411624_c0_g1_i1.p1","K02406"
"TRINITY_DN455537_c0_g1_i1.p2","K02408"
"TRINITY_DN270669_c0_g1_i1.p1","K02427"
"TRINITY_DN25768_c0_g1_i1.p1","K02429"
"TRINITY_DN37500_c0_g2_i1.p1","K02433"
"TRINITY_DN6278_c0_g2_i3.p1","K02437"
"TRINITY_DN35703_c0_g1_i1.p1","K02449"
"TRINITY_DN455075_c0_g1_i1.p1","K02471"
"TRINITY_DN127701_c0_g1_i3.p1","K02492"
"TRINITY_DN301042_c0_g1_i1.p1","K02503"
"TRINITY_DN71774_c0_g1_i2.p1","K02516"
"TRINITY_DN42028_c0_g1_i1.p1","K02519"
"TRINITY_DN261635_c0_g1_i2.p1","K02520"
"TRINITY_DN400962_c0_g1_i1.p1","K02535"
"TRINITY_DN37007_c0_g2_i2.p1","K02537"
"TRINITY_DN5030_c0_g1_i2.p1","K02540"
"TRINITY_DN917_c0_g1_i15.p1","K02541"
"TRINITY_DN372_c0_g1_i13.p1","K02542"
"TRINITY_DN405398_c0_g1_i2.p1","K02552"
"TRINITY_DN396760_c0_g1_i1.p1","K02554"
"TRINITY_DN5957_c0_g1_i1.p1","K02564"
"TRINITY_DN40722_c1_g1_i1.p2","K02575"
"TRINITY_DN1825_c1_g1_i4.p1","K02599"
"TRINITY_DN491475_c0_g1_i1.p1","K02600"
"TRINITY_DN5977_c0_g1_i6.p1","K02603"
"TRINITY_DN14150_c0_g1_i1.p1","K02604"
"TRINITY_DN68849_c0_g2_i1.p1","K02606"
"TRINITY_DN95322_c0_g1_i1.p1","K02634"
"TRINITY_DN2470_c0_g1_i6.p2","K02636"
"TRINITY_DN61729_c0_g2_i4.p1","K02637"
"TRINITY_DN1563_c0_g2_i1.p1","K02638"
"TRINITY_DN159759_c0_g1_i2.p1","K02639"
"TRINITY_DN3876_c0_g1_i13.p1","K02641"
"TRINITY_DN356580_c0_g1_i1.p1","K02650"
"TRINITY_DN331101_c0_g1_i1.p1","K02684"
"TRINITY_DN325660_c0_g1_i1.p1","K02685"
"TRINITY_DN9541_c0_g2_i4.p2","K02689"
"TRINITY_DN9541_c0_g1_i12.p1","K02690"
"TRINITY_DN4332_c0_g1_i29.p1","K02692"
"TRINITY_DN1281_c0_g3_i1.p1","K02693"
"TRINITY_DN3794_c0_g1_i2.p1","K02694"
"TRINITY_DN291882_c0_g1_i1.p1","K02703"
"TRINITY_DN45918_c0_g2_i6.p2","K02704"
"TRINITY_DN50170_c0_g1_i1.p2","K02705"
"TRINITY_DN50170_c0_g1_i1.p1","K02706"
"TRINITY_DN1003_c0_g2_i4.p1","K02716"
"TRINITY_DN2844_c0_g1_i9.p1","K02717"
"TRINITY_DN1198_c0_g2_i1.p1","K02725"
"TRINITY_DN3056_c0_g3_i1.p1","K02726"
"TRINITY_DN6586_c0_g2_i1.p1","K02727"
"TRINITY_DN3128_c0_g1_i1.p1","K02728"
"TRINITY_DN429250_c0_g1_i2.p1","K02729"
"TRINITY_DN7789_c0_g1_i4.p1","K02730"
"TRINITY_DN4330_c0_g3_i1.p1","K02731"
"TRINITY_DN104763_c1_g1_i1.p1","K02732"
"TRINITY_DN3328_c0_g3_i1.p1","K02734"
"TRINITY_DN3418_c0_g1_i3.p1","K02735"
"TRINITY_DN1053_c0_g1_i1.p1","K02736"
"TRINITY_DN2874_c0_g1_i1.p1","K02737"
"TRINITY_DN7267_c0_g1_i2.p1","K02738"
"TRINITY_DN19135_c0_g3_i1.p1","K02739"
"TRINITY_DN81636_c0_g1_i1.p1","K02831"
"TRINITY_DN261928_c0_g1_i1.p1","K02835"
"TRINITY_DN38165_c0_g1_i2.p1","K02836"
"TRINITY_DN310039_c0_g1_i1.p2","K02838"
"TRINITY_DN1107_c0_g1_i2.p1","K02863"
"TRINITY_DN3925_c0_g1_i2.p1","K02864"
"TRINITY_DN459087_c0_g1_i1.p1","K02865"
"TRINITY_DN52161_c0_g1_i2.p1","K02866"
"TRINITY_DN1334_c0_g1_i1.p1","K02867"
"TRINITY_DN53479_c0_g1_i1.p1","K02868"
"TRINITY_DN54461_c0_g1_i1.p1","K02870"
"TRINITY_DN3718_c0_g1_i1.p1","K02871"
"TRINITY_DN274714_c0_g1_i1.p1","K02872"
"TRINITY_DN785_c0_g1_i1.p1","K02873"
"TRINITY_DN39406_c0_g2_i3.p4","K02874"
"TRINITY_DN163324_c0_g1_i1.p1","K02875"
"TRINITY_DN404190_c0_g1_i1.p1","K02876"
"TRINITY_DN22691_c0_g3_i3.p1","K02877"
"TRINITY_DN5181_c0_g2_i2.p1","K02879"
"TRINITY_DN385994_c0_g1_i1.p1","K02880"
"TRINITY_DN5236_c0_g2_i1.p1","K02881"
"TRINITY_DN3467_c0_g1_i19.p1","K02882"
"TRINITY_DN97245_c0_g2_i1.p1","K02883"
"TRINITY_DN242272_c0_g1_i1.p1","K02885"
"TRINITY_DN204256_c0_g1_i1.p1","K02887"
"TRINITY_DN19701_c0_g1_i1.p1","K02888"
"TRINITY_DN386621_c0_g1_i1.p1","K02889"
"TRINITY_DN2148_c0_g1_i3.p1","K02890"
"TRINITY_DN40974_c0_g1_i1.p1","K02891"
"TRINITY_DN24462_c0_g1_i2.p2","K02892"
"TRINITY_DN3374_c0_g2_i14.p1","K02893"
"TRINITY_DN153211_c0_g1_i1.p1","K02894"
"TRINITY_DN146192_c0_g1_i1.p1","K02895"
"TRINITY_DN485728_c0_g1_i1.p1","K02896"
"TRINITY_DN48372_c0_g1_i2.p2","K02898"
"TRINITY_DN18405_c5_g1_i1.p1","K02899"
"TRINITY_DN145025_c0_g1_i1.p1","K02900"
"TRINITY_DN327245_c0_g1_i1.p1","K02901"
"TRINITY_DN95493_c0_g1_i1.p1","K02902"
"TRINITY_DN14648_c0_g1_i3.p1","K02903"
"TRINITY_DN63937_c0_g1_i1.p1","K02906"
"TRINITY_DN466960_c0_g1_i1.p2","K02908"
"TRINITY_DN160013_c0_g1_i1.p3","K02910"
"TRINITY_DN22505_c0_g1_i1.p1","K02912"
"TRINITY_DN207935_c0_g1_i1.p2","K02915"
"TRINITY_DN277340_c0_g1_i1.p1","K02917"
"TRINITY_DN344_c0_g3_i1.p1","K02918"
"TRINITY_DN109001_c0_g1_i1.p1","K02919"
"TRINITY_DN36726_c3_g1_i1.p5","K02920"
"TRINITY_DN7203_c0_g1_i32.p3","K02921"
"TRINITY_DN95163_c0_g1_i2.p1","K02923"
"TRINITY_DN3683_c0_g1_i10.p1","K02925"
"TRINITY_DN2749_c0_g1_i1.p1","K02926"
"TRINITY_DN117482_c1_g2_i4.p1","K02927"
"TRINITY_DN98054_c0_g2_i1.p1","K02929"
"TRINITY_DN159_c0_g1_i13.p1","K02930"
"TRINITY_DN325_c0_g1_i28.p1","K02932"
"TRINITY_DN1474_c0_g1_i2.p1","K02933"
"TRINITY_DN294789_c0_g1_i1.p2","K02934"
"TRINITY_DN1779_c0_g1_i5.p1","K02935"
"TRINITY_DN68702_c0_g1_i1.p1","K02936"
"TRINITY_DN4768_c0_g1_i2.p1","K02937"
"TRINITY_DN70433_c0_g1_i1.p1","K02938"
"TRINITY_DN2798_c0_g2_i5.p1","K02939"
"TRINITY_DN7610_c0_g1_i3.p1","K02940"
"TRINITY_DN1421_c0_g1_i2.p1","K02941"
"TRINITY_DN1086_c2_g3_i1.p1","K02942"
"TRINITY_DN4751_c2_g1_i2.p1","K02943"
"TRINITY_DN227209_c0_g1_i1.p1","K02946"
"TRINITY_DN10521_c0_g1_i13.p1","K02947"
"TRINITY_DN204401_c0_g1_i1.p1","K02949"
"TRINITY_DN25141_c0_g1_i1.p1","K02950"
"TRINITY_DN354717_c0_g1_i1.p1","K02951"
"TRINITY_DN3577_c0_g1_i2.p1","K02952"
"TRINITY_DN35730_c0_g1_i3.p1","K02953"
"TRINITY_DN13933_c0_g1_i1.p2","K02955"
"TRINITY_DN159818_c0_g1_i1.p1","K02956"
"TRINITY_DN99487_c0_g1_i1.p1","K02957"
"TRINITY_DN33562_c0_g1_i1.p1","K02958"
"TRINITY_DN2200_c0_g3_i1.p1","K02959"
"TRINITY_DN269_c0_g1_i6.p1","K02960"
"TRINITY_DN261494_c0_g1_i1.p1","K02961"
"TRINITY_DN4984_c0_g1_i24.p1","K02962"
"TRINITY_DN2997_c0_g1_i1.p1","K02964"
"TRINITY_DN39406_c0_g1_i1.p4","K02965"
"TRINITY_DN166858_c0_g1_i1.p1","K02966"
"TRINITY_DN180988_c0_g1_i1.p2","K02967"
"TRINITY_DN8115_c0_g2_i1.p1","K02969"
"TRINITY_DN11959_c0_g2_i1.p1","K02973"
"TRINITY_DN4237_c0_g4_i1.p1","K02974"
"TRINITY_DN13033_c0_g2_i1.p1","K02975"
"TRINITY_DN158850_c0_g1_i1.p3","K02976"
"TRINITY_DN334377_c0_g1_i1.p1","K02977"
"TRINITY_DN1809_c1_g2_i2.p1","K02979"
"TRINITY_DN8335_c1_g3_i4.p1","K02981"
"TRINITY_DN240999_c0_g1_i1.p1","K02982"
"TRINITY_DN51333_c0_g1_i1.p1","K02984"
"TRINITY_DN16994_c0_g2_i1.p1","K02985"
"TRINITY_DN157141_c0_g1_i1.p1","K02987"
"TRINITY_DN6587_c0_g1_i2.p1","K02988"
"TRINITY_DN279012_c0_g1_i1.p1","K02989"
"TRINITY_DN17034_c0_g3_i1.p1","K02991"
"TRINITY_DN501836_c0_g1_i1.p1","K02992"
"TRINITY_DN1953_c0_g1_i16.p1","K02993"
"TRINITY_DN447868_c0_g1_i1.p1","K02994"
"TRINITY_DN2901_c0_g1_i3.p1","K02995"
"TRINITY_DN298285_c0_g1_i1.p1","K02996"
"TRINITY_DN40770_c0_g2_i1.p1","K02997"
"TRINITY_DN382118_c0_g1_i1.p1","K02998"
"TRINITY_DN31110_c0_g1_i1.p1","K02999"
"TRINITY_DN284819_c0_g1_i1.p1","K03000"
"TRINITY_DN74384_c1_g1_i1.p1","K03006"
"TRINITY_DN389361_c0_g1_i1.p1","K03008"
"TRINITY_DN87818_c0_g2_i1.p1","K03010"
"TRINITY_DN95513_c0_g2_i1.p1","K03011"
"TRINITY_DN42793_c0_g1_i2.p1","K03013"
"TRINITY_DN82944_c0_g2_i1.p1","K03014"
"TRINITY_DN479972_c0_g1_i1.p1","K03015"
"TRINITY_DN316764_c0_g1_i1.p1","K03016"
"TRINITY_DN5781_c0_g1_i2.p1","K03017"
"TRINITY_DN202117_c0_g1_i2.p1","K03018"
"TRINITY_DN486925_c0_g1_i1.p1","K03020"
"TRINITY_DN74600_c0_g1_i7.p1","K03021"
"TRINITY_DN152564_c0_g1_i1.p1","K03022"
"TRINITY_DN24773_c0_g3_i1.p1","K03027"
"TRINITY_DN34672_c0_g1_i3.p1","K03028"
"TRINITY_DN5424_c0_g3_i2.p1","K03029"
"TRINITY_DN56252_c0_g1_i2.p1","K03030"
"TRINITY_DN273855_c0_g1_i1.p1","K03031"
"TRINITY_DN1109_c0_g1_i2.p1","K03032"
"TRINITY_DN10862_c1_g1_i2.p1","K03033"
"TRINITY_DN412028_c0_g1_i1.p1","K03035"
"TRINITY_DN229855_c0_g1_i1.p1","K03036"
"TRINITY_DN1517_c0_g1_i1.p1","K03037"
"TRINITY_DN38962_c0_g1_i1.p1","K03039"
"TRINITY_DN374592_c0_g1_i1.p1","K03043"
"TRINITY_DN18982_c0_g2_i2.p1","K03061"
"TRINITY_DN8456_c0_g1_i1.p1","K03062"
"TRINITY_DN1058_c0_g1_i3.p1","K03063"
"TRINITY_DN463341_c0_g1_i1.p1","K03064"
"TRINITY_DN6550_c0_g1_i1.p1","K03065"
"TRINITY_DN143524_c0_g1_i1.p1","K03066"
"TRINITY_DN104561_c0_g1_i1.p1","K03070"
"TRINITY_DN436264_c0_g1_i1.p1","K03086"
"TRINITY_DN202991_c0_g1_i1.p1","K03087"
"TRINITY_DN152468_c0_g1_i1.p2","K03089"
"TRINITY_DN44568_c0_g2_i1.p1","K03094"
"TRINITY_DN150207_c0_g1_i1.p1","K03097"
"TRINITY_DN14962_c0_g1_i1.p1","K03098"
"TRINITY_DN70721_c2_g1_i1.p1","K03099"
"TRINITY_DN19449_c0_g1_i12.p1","K03100"
"TRINITY_DN1200_c0_g1_i5.p1","K03101"
"TRINITY_DN76567_c0_g1_i1.p1","K03104"
"TRINITY_DN58223_c0_g1_i1.p1","K03105"
"TRINITY_DN323636_c0_g1_i1.p1","K03106"
"TRINITY_DN44113_c0_g1_i1.p1","K03108"
"TRINITY_DN403912_c0_g1_i1.p1","K03109"
"TRINITY_DN480515_c0_g1_i1.p1","K03113"
"TRINITY_DN449032_c0_g1_i1.p1","K03115"
"TRINITY_DN49321_c0_g1_i1.p1","K03118"
"TRINITY_DN332364_c0_g1_i1.p1","K03119"
"TRINITY_DN48013_c0_g2_i9.p1","K03120"
"TRINITY_DN150194_c0_g1_i1.p1","K03142"
"TRINITY_DN151671_c0_g1_i1.p1","K03144"
"TRINITY_DN50374_c0_g2_i1.p1","K03145"
"TRINITY_DN270240_c0_g1_i1.p1","K03152"
"TRINITY_DN86287_c0_g1_i1.p1","K03163"
"TRINITY_DN31452_c1_g1_i1.p1","K03164"
"TRINITY_DN24542_c0_g1_i1.p1","K03165"
"TRINITY_DN26112_c0_g2_i2.p1","K03177"
"TRINITY_DN107623_c0_g1_i3.p1","K03178"
"TRINITY_DN29103_c0_g1_i1.p1","K03189"
"TRINITY_DN99022_c0_g1_i1.p1","K03217"
"TRINITY_DN80626_c0_g1_i1.p1","K03231"
"TRINITY_DN388133_c0_g1_i1.p1","K03233"
"TRINITY_DN35801_c1_g2_i1.p1","K03234"
"TRINITY_DN47368_c3_g1_i1.p1","K03235"
"TRINITY_DN458764_c0_g1_i2.p1","K03236"
"TRINITY_DN31210_c0_g2_i3.p1","K03237"
"TRINITY_DN3428_c0_g2_i1.p1","K03238"
"TRINITY_DN4403_c0_g1_i5.p1","K03242"
"TRINITY_DN5025_c0_g3_i1.p1","K03243"
"TRINITY_DN455010_c0_g1_i1.p1","K03246"
"TRINITY_DN79801_c0_g1_i2.p1","K03247"
"TRINITY_DN388706_c0_g1_i1.p1","K03248"
"TRINITY_DN14643_c0_g1_i1.p1","K03249"
"TRINITY_DN8767_c0_g2_i1.p1","K03250"
"TRINITY_DN79934_c0_g2_i1.p1","K03251"
"TRINITY_DN58708_c0_g1_i8.p1","K03252"
"TRINITY_DN72700_c0_g1_i1.p1","K03253"
"TRINITY_DN17859_c0_g2_i2.p1","K03257"
"TRINITY_DN284395_c0_g1_i1.p1","K03259"
"TRINITY_DN6977_c0_g1_i12.p1","K03260"
"TRINITY_DN15963_c0_g2_i1.p1","K03262"
"TRINITY_DN104297_c0_g2_i11.p1","K03263"
"TRINITY_DN104479_c0_g1_i3.p1","K03264"
"TRINITY_DN91452_c0_g1_i1.p1","K03265"
"TRINITY_DN465124_c0_g1_i1.p1","K03267"
"TRINITY_DN40570_c0_g1_i1.p1","K03281"
"TRINITY_DN144930_c0_g1_i1.p1","K03283"
"TRINITY_DN300065_c0_g1_i1.p1","K03286"
"TRINITY_DN39862_c1_g1_i1.p1","K03292"
"TRINITY_DN134600_c0_g1_i1.p1","K03301"
"TRINITY_DN256_c0_g1_i1.p1","K03307"
"TRINITY_DN275948_c0_g1_i1.p1","K03312"
"TRINITY_DN16963_c0_g2_i1.p1","K03313"
"TRINITY_DN39926_c0_g2_i1.p1","K03314"
"TRINITY_DN39680_c0_g1_i2.p1","K03319"
"TRINITY_DN207439_c0_g1_i1.p1","K03320"
"TRINITY_DN408244_c0_g1_i3.p1","K03321"
"TRINITY_DN45165_c0_g2_i2.p1","K03327"
